ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,22632.6416,13712,310338782,310338782
ROI_0_IntensityCD31,7318.7449,13712,100354630,100354630
ROI_0_IntensityAbeta,5732.492,13712,78603930,78603930
ROI_0_aSMA_IntensityaSMA,43066.9249,7068,304397025,304397025
ROI_0_aSMA_IntensityCD31,4249.9515,7068,30038657,30038657
ROI_0_aSMA_IntensityAbeta,4712.1846,7068,33305721,33305721
ROI_0_CD31_IntensityaSMA,15402.7574,9719,149699399,149699399
ROI_0_CD31_IntensityCD31,9769.634,9719,94951073,94951073
ROI_0_CD31_IntensityAbeta,5702.5406,9719,55422992,55422992
ROI_0_Abeta_IntensityaSMA,19105.0862,4361,83317281,83317281
ROI_0_Abeta_IntensityCD31,7238.6441,4361,31567727,31567727
ROI_0_Abeta_IntensityAbeta,17037.1289,4361,74298919,74298919
