ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,18571.5551,43797,813378400,813378400
ROI_0_IntensityCD31,21266.7288,43797,931418920,931418920
ROI_0_IntensityAbeta,9386.9548,43797,411120459,411120459
ROI_0_aSMA_IntensityaSMA,32701.4043,23201,758705281,758705281
ROI_0_aSMA_IntensityCD31,20324.3196,23201,471544539,471544539
ROI_0_aSMA_IntensityAbeta,7094.3064,23201,164595003,164595003
ROI_0_CD31_IntensityaSMA,17835.739,41255,735813413,735813413
ROI_0_CD31_IntensityCD31,22483.1883,41255,927543933,927543933
ROI_0_CD31_IntensityAbeta,9724.0239,41255,401164605,401164605
ROI_0_Abeta_IntensityaSMA,14292.5725,16859,240958479,240958479
ROI_0_Abeta_IntensityCD31,24287.7066,16859,409466446,409466446
ROI_0_Abeta_IntensityAbeta,24238.2402,16859,408632491,408632491
