ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,18355.369,46946,861711155,861711155
ROI_0_IntensityCD31,10538.3315,46946,494732512,494732512
ROI_0_IntensityAbeta,121.5639,46946,5706939,5706939
ROI_0_aSMA_IntensityaSMA,38215.8028,20550,785334747,785334747
ROI_0_aSMA_IntensityCD31,9152.0448,20550,188074520,188074520
ROI_0_aSMA_IntensityAbeta,154.1006,20550,3166767,3166767
ROI_0_CD31_IntensityaSMA,15948.2908,29134,464637504,464637504
ROI_0_CD31_IntensityCD31,16643.4939,29134,484891550,484891550
ROI_0_CD31_IntensityAbeta,108.0086,29134,3146723,3146723
ROI_0_Abeta_IntensityaSMA,37959.4255,47,1784093,1784093
ROI_0_Abeta_IntensityCD31,8571.5532,47,402863,402863
ROI_0_Abeta_IntensityAbeta,12996.6596,47,610843,610843
