ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,34165.7836,24556,838974983,838974983
ROI_0_IntensityCD31,18979.62,24556,466063548,466063548
ROI_0_IntensityAbeta,778.4212,24556,19114910,19114910
ROI_0_aSMA_IntensityaSMA,36141.8145,23056,833285674,833285674
ROI_0_aSMA_IntensityCD31,19197.7354,23056,442622987,442622987
ROI_0_aSMA_IntensityAbeta,754.3313,23056,17391863,17391863
ROI_0_CD31_IntensityaSMA,34457.3749,20221,696762577,696762577
ROI_0_CD31_IntensityCD31,22777.3285,20221,460580360,460580360
ROI_0_CD31_IntensityAbeta,723.4128,20221,14628130,14628130
ROI_0_Abeta_IntensityaSMA,30580.2871,1637,50059930,50059930
ROI_0_Abeta_IntensityCD31,15545.0153,1637,25447190,25447190
ROI_0_Abeta_IntensityAbeta,7419.7758,1637,12146173,12146173
