ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,16829.6802,88419,1488063496,1488063496
ROI_0_IntensityCD31,20249.4054,88419,1.7904E9,1.7904E9
ROI_0_IntensityAbeta,5808.523,88419,513583795,513583795
ROI_0_aSMA_IntensityaSMA,31508.3469,42899,1351676575,1351676575
ROI_0_aSMA_IntensityCD31,20754.2634,42899,890337145,890337145
ROI_0_aSMA_IntensityAbeta,5309.4377,42899,227769568,227769568
ROI_0_CD31_IntensityaSMA,15540.226,79422,1234235827,1234235827
ROI_0_CD31_IntensityCD31,22362.9325,79422,1776108824,1776108824
ROI_0_CD31_IntensityAbeta,5985.0247,79422,475342634,475342634
ROI_0_Abeta_IntensityaSMA,16398.0242,32297,529606987,529606987
ROI_0_Abeta_IntensityCD31,21501.6774,32297,694439675,694439675
ROI_0_Abeta_IntensityAbeta,15530.9653,32297,501603586,501603586
