ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,15912.1787,20531,326692940,326692940
ROI_0_IntensityCD31,9963.7868,20531,204566507,204566507
ROI_0_IntensityAbeta,14361.1046,20531,294847838,294847838
ROI_0_aSMA_IntensityaSMA,32837.7665,8789,288611130,288611130
ROI_0_aSMA_IntensityCD31,10924.4806,8789,96015260,96015260
ROI_0_aSMA_IntensityAbeta,13654.1762,8789,120006555,120006555
ROI_0_CD31_IntensityaSMA,16199.733,16788,271961118,271961118
ROI_0_CD31_IntensityCD31,12052.4087,16788,202335837,202335837
ROI_0_CD31_IntensityAbeta,14228.7454,16788,238872177,238872177
ROI_0_Abeta_IntensityaSMA,13463.431,9702,130622208,130622208
ROI_0_Abeta_IntensityCD31,10761.1301,9702,104404484,104404484
ROI_0_Abeta_IntensityAbeta,29268.1076,9702,283959180,283959180
