ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,30660.7671,6405,196382213,196382213
ROI_0_IntensityCD31,8808.2854,6405,56417068,56417068
ROI_0_IntensityAbeta,2259.4673,6405,14471888,14471888
ROI_0_aSMA_IntensityaSMA,34739.1494,5575,193670758,193670758
ROI_0_aSMA_IntensityCD31,8757.6655,5575,48823985,48823985
ROI_0_aSMA_IntensityAbeta,1847.466,5575,10299623,10299623
ROI_0_CD31_IntensityaSMA,30688.0499,5091,156232862,156232862
ROI_0_CD31_IntensityCD31,10710.4042,5091,54526668,54526668
ROI_0_CD31_IntensityAbeta,2243.6712,5091,11422530,11422530
ROI_0_Abeta_IntensityaSMA,19043.8661,1859,35402547,35402547
ROI_0_Abeta_IntensityCD31,8254.2528,1859,15344656,15344656
ROI_0_Abeta_IntensityAbeta,6558.6482,1859,12192527,12192527
