ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,19991.3192,14151,282897158,282897158
ROI_0_IntensityCD31,11467.3663,14151,162274701,162274701
ROI_0_IntensityAbeta,3172.5988,14151,44895445,44895445
ROI_0_aSMA_IntensityaSMA,30757.3328,8622,265189723,265189723
ROI_0_aSMA_IntensityCD31,10378.7009,8622,89485159,89485159
ROI_0_aSMA_IntensityAbeta,3296.7566,8622,28424635,28424635
ROI_0_CD31_IntensityaSMA,17057.8163,10449,178237122,178237122
ROI_0_CD31_IntensityCD31,15145.5905,10449,158256275,158256275
ROI_0_CD31_IntensityAbeta,3156.5803,10449,32983108,32983108
ROI_0_Abeta_IntensityaSMA,21770.0725,5377,117057680,117057680
ROI_0_Abeta_IntensityCD31,12762.8311,5377,68625743,68625743
ROI_0_Abeta_IntensityAbeta,7666.5224,5377,41222891,41222891
