ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,5803.736,78950.7289,458209191,2.0927E10
ROI_0CD31,4290.3268,78950.7289,338724429,1.5470E10
ROI_0abeta,1597.3595,78950.7289,126112699,5.7597E9
ROI_0_aSMAaSMA,5464.0751,18645.4873,101880342,4.6530E9
ROI_0_aSMACD31,4995.3435,18645.4873,93140613.6,4.2538E9
ROI_0_aSMAabeta,3837.2736,18645.4873,71547836.2,3.2677E9
ROI_0_CD31aSMA,11455.9668,23814.0069,272812472,1.2460E10
ROI_0_CD31CD31,4185.5282,23814.0069,99674196.9,4.5522E9
ROI_0_CD31abeta,1839.1374,23814.0069,43797229.9,2000267870
ROI_0_AbetaaSMA,4210.5765,21617.1474,91020652.5,4.1570E9
ROI_0_AbetaCD31,9624.847,21617.1474,208061737,9.5024E9
ROI_0_Abetaabeta,1431.0609,21617.1474,30935454.6,1412856385
