ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,14700.4401,22088,324703322,324703322
ROI_0_IntensityCD31,7035.2826,22088,155395323,155395323
ROI_0_IntensityAbeta,2260.9177,22088,49939150,49939150
ROI_0_aSMA_IntensityaSMA,19887.9251,14895,296230644,296230644
ROI_0_aSMA_IntensityCD31,5123.1818,14895,76309793,76309793
ROI_0_aSMA_IntensityAbeta,1651.3082,14895,24596236,24596236
ROI_0_CD31_IntensityaSMA,11934.6801,8786,104858099,104858099
ROI_0_CD31_IntensityCD31,15244.4089,8786,133937377,133937377
ROI_0_CD31_IntensityAbeta,1203.8496,8786,10577023,10577023
ROI_0_Abeta_IntensityaSMA,10763.5325,1844,19847954,19847954
ROI_0_Abeta_IntensityCD31,5045.493,1844,9303889,9303889
ROI_0_Abeta_IntensityAbeta,23978.673,1844,44216673,44216673
