ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,516.8963,915.6555,473298.997,21616088
ROI_0CD31,453.2103,915.6555,414984.532,18952802
ROI_0abeta,548.0316,915.6555,501808.204,22918135
ROI_0_aSMAaSMA,516.0534,1977.4429,1020466.03,46605811
ROI_0_aSMACD31,451.8476,1977.4429,893502.759,40807258
ROI_0_aSMAabeta,548.0434,1977.4429,1083724.54,49494897
ROI_0_CD31aSMA,4280.3534,90921.7772,389177341,1.7774E10
ROI_0_CD31CD31,3201.2781,90921.7772,291065891,1.3293E10
ROI_0_CD31abeta,1419.0105,90921.7772,129018957,5.8924E9
ROI_0_AbetaaSMA,4280.3555,90921.4925,389176314,1.7774E10
ROI_0_AbetaCD31,3201.2643,90921.4925,291063728,1.3293E10
ROI_0_Abetaabeta,1419.0132,90921.4925,129018802,5.8924E9
