ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,26251.5795,37751,991023378,991023378
ROI_0_IntensityCD31,15895.9824,37751,600089231,600089231
ROI_0_IntensityAbeta,1031.9278,37751,38956308,38956308
ROI_0_aSMA_IntensityaSMA,31510.3565,30755,969101014,969101014
ROI_0_aSMA_IntensityCD31,16065.4471,30755,494092826,494092826
ROI_0_aSMA_IntensityAbeta,942.2874,30755,28980049,28980049
ROI_0_CD31_IntensityaSMA,25935.9067,32591,845277135,845277135
ROI_0_CD31_IntensityCD31,18192.8212,32591,592922237,592922237
ROI_0_CD31_IntensityAbeta,1007.6797,32591,32841289,32841289
ROI_0_Abeta_IntensityaSMA,26395.4745,3897,102863164,102863164
ROI_0_Abeta_IntensityCD31,17497.7003,3897,68188538,68188538
ROI_0_Abeta_IntensityAbeta,6655.5137,3897,25936537,25936537
