ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,18515.2115,29244,541458844,541458844
ROI_0_IntensityCD31,7058.6574,29244,206423377,206423377
ROI_0_IntensityAbeta,6813.691,29244,199259579,199259579
ROI_0_aSMA_IntensityaSMA,34475.7632,14119,486763300,486763300
ROI_0_aSMA_IntensityCD31,9019.1698,14119,127341659,127341659
ROI_0_aSMA_IntensityAbeta,5697.6418,14119,80445004,80445004
ROI_0_CD31_IntensityaSMA,20552.4552,19528,401348346,401348346
ROI_0_CD31_IntensityCD31,10150.2182,19528,198213461,198213461
ROI_0_CD31_IntensityAbeta,8132.7668,19528,158816671,158816671
ROI_0_Abeta_IntensityaSMA,12858.3284,6782,87205183,87205183
ROI_0_Abeta_IntensityCD31,7853.1821,6782,53260281,53260281
ROI_0_Abeta_IntensityAbeta,27737.3065,6782,188114413,188114413
