ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,2376.8598,43213.6432,102712773,1.5146E10
ROI_0CD31,1139.7472,43213.6432,49252629.2,7.2628E9
ROI_0abeta,1109.014,43213.6432,47924534.5,7.0670E9
ROI_0_aSMAaSMA,3439.7215,3388.6989,11656180.5,1718832286
ROI_0_aSMACD31,1960.6797,3388.6989,6644153.15,979753615
ROI_0_aSMAabeta,5581.7004,3388.6989,18914702,2.7892E9
ROI_0_CD31aSMA,10078.1421,4554.0306,45896167.1,6.7679E9
ROI_0_CD31CD31,1840.3277,4554.0306,8380908.56,1235857342
ROI_0_CD31abeta,1724.5625,4554.0306,7853710.47,1158116173
ROI_0_AbetaaSMA,2488.0141,2782.8913,6923872.86,1021001368
ROI_0_AbetaCD31,4303.1548,2782.8913,11975212.1,1765877018
ROI_0_Abetaabeta,1577.195,2782.8913,4389162.23,647230349
