ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,4982.9161,91496.6264,455920013,2.0822E10
ROI_0CD31,2534.9628,91496.6264,231940548,1.0593E10
ROI_0abeta,1086.0759,91496.6264,99372276.5,4.5384E9
ROI_1aSMA,4977.9438,91340.9262,454689993,2.0766E10
ROI_1CD31,2429.3397,91340.9262,221898139,1.0134E10
ROI_1abeta,1085.0373,91340.9262,99108315.9,4.5264E9
ROI_0_aSMAaSMA,16857.628,2870.0423,48382104.6,2.2097E9
ROI_0_aSMACD31,14356.1277,2870.0423,41202693,1881772505
ROI_0_aSMAabeta,12197.6815,2870.0423,35007861.4,1598847699
ROI_0_CD31aSMA,23626.9417,9193.0993,217204821,9.9200E9
ROI_0_CD31CD31,6912.8195,9193.0993,63550235.7,2.9024E9
ROI_0_CD31abeta,2777.943,9193.0993,25537905.5,1166344354
ROI_0_AbetaaSMA,15661.8705,5392.3592,84454430.9,3.8571E9
ROI_0_AbetaCD31,19201.9372,5392.3592,103543742,4.7290E9
ROI_0_Abetaabeta,3050.0302,5392.3592,16446858.3,751146187
ROI_1_aSMAaSMA,16396.6779,3025.7424,49612124.3,2.2658E9
ROI_1_aSMACD31,16936.3728,3025.7424,51245102,2.3404E9
ROI_1_aSMAabeta,11657.2453,3025.7424,35271822,1610903072
ROI_1_CD31aSMA,23365.015,9348.7995,218434841,9.9762E9
ROI_1_CD31CD31,7871.8818,9348.7995,73592644.7,3.3611E9
ROI_1_CD31abeta,2759.9122,9348.7995,25801866.1,1178399727
ROI_1_AbetaaSMA,15601.9103,5431.64,84743960.3,3.8704E9
ROI_1_AbetaCD31,19384.4745,5431.64,105289488,4.8087E9
ROI_1_Abetaabeta,3047.659,5431.64,16553786.8,756029730
