ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,15479.2297,92856,1437339352,1437339352
ROI_0_IntensityCD31,13510.4725,92856,1254528433,1254528433
ROI_0_IntensityAbeta,2411.6109,92856,223932539,223932539
ROI_0_aSMA_IntensityaSMA,22657.4252,59003,1336856058,1336856058
ROI_0_aSMA_IntensityCD31,13911.6423,59003,820828632,820828632
ROI_0_aSMA_IntensityAbeta,1871.0841,59003,110399574,110399574
ROI_0_CD31_IntensityaSMA,15443.3225,81882,1264530137,1264530137
ROI_0_CD31_IntensityCD31,15082.8108,81882,1235010717,1235010717
ROI_0_CD31_IntensityAbeta,2622.0706,81882,214700383,214700383
ROI_0_Abeta_IntensityaSMA,12412.7928,15233,189084073,189084073
ROI_0_Abeta_IntensityCD31,16045.1589,15233,244415906,244415906
ROI_0_Abeta_IntensityAbeta,14366.3267,15233,218842255,218842255
