ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,5530.0657,89948.0543,497418654,2.2718E10
ROI_0CD31,2520.091,89948.0543,226677283,1.0353E10
ROI_0abeta,1250.0056,89948.0543,112435573,5.1351E9
ROI_0_aSMAaSMA,9956.3422,5350.8669,53275061.3,2.4331E9
ROI_0_aSMACD31,7163.2891,5350.8669,38329806.3,1750564594
ROI_0_aSMAabeta,7617.1175,5350.8669,40758181.6,1861471177
ROI_0_CD31aSMA,24346.6346,12164.2996,296159758,1.3526E10
ROI_0_CD31CD31,4916.8628,12164.2996,59810192.4,2.7316E9
ROI_0_CD31abeta,2223.8904,12164.2996,27052069.6,1235497901
ROI_0_AbetaaSMA,12688.5672,12252.7582,155469945,7.1005E9
ROI_0_AbetaCD31,8915.9117,12252.7582,109244510,4.9893E9
ROI_0_Abetaabeta,2121.4543,12252.7582,25993666.5,1187159464
