ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,30258.7331,6597,199616862,199616862
ROI_0_IntensityCD31,19729.1035,6597,130152896,130152896
ROI_0_IntensityAbeta,1331.3693,6597,8783043,8783043
ROI_0_aSMA_IntensityaSMA,38063.1877,5130,195264153,195264153
ROI_0_aSMA_IntensityCD31,20317.4175,5130,104228352,104228352
ROI_0_aSMA_IntensityAbeta,1375.2637,5130,7055103,7055103
ROI_0_CD31_IntensityaSMA,30111.45,5309,159861688,159861688
ROI_0_CD31_IntensityCD31,24166.0467,5309,128297542,128297542
ROI_0_CD31_IntensityAbeta,1101.5504,5309,5848131,5848131
ROI_0_Abeta_IntensityaSMA,33156.0122,1389,46053701,46053701
ROI_0_Abeta_IntensityCD31,17127.4428,1389,23790018,23790018
ROI_0_Abeta_IntensityAbeta,4851.216,1389,6738339,6738339
