ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,5329.1139,91244.4758,486252200,2.2208E10
ROI_0CD31,3693.7038,91244.4758,337030064,1.5393E10
ROI_0abeta,1060.1344,91244.4758,96731411.6,4.4178E9
ROI_0_aSMAaSMA,15949.6939,2940.5026,46900115.7,2141980093
ROI_0_aSMACD31,17059.9605,2940.5026,50164857.6,2.2911E9
ROI_0_aSMAabeta,9196.6383,2940.5026,27042738.4,1235071733
ROI_0_CD31aSMA,24737.535,9375.2714,231921104,1.0592E10
ROI_0_CD31CD31,10519.677,9375.2714,98624826.8,4.5043E9
ROI_0_CD31abeta,2148.6922,9375.2714,20144572.8,920024892
ROI_0_AbetaaSMA,10333.4113,4350.7378,44957962.9,2053279828
ROI_0_AbetaCD31,26301.3782,4350.7378,114430399,5.2262E9
ROI_0_Abetaabeta,2604.1714,4350.7378,11330067.1,517456679
