ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,31410.4659,37019,1162784039,1162784039
ROI_0_IntensityCD31,16152.9837,37019,597967302,597967302
ROI_0_IntensityAbeta,8163.7844,37019,302215133,302215133
ROI_0_aSMA_IntensityaSMA,38370.903,29536,1133322991,1133322991
ROI_0_aSMA_IntensityCD31,17748.4902,29536,524219407,524219407
ROI_0_aSMA_IntensityAbeta,7734.3134,29536,228440682,228440682
ROI_0_CD31_IntensityaSMA,31920.0818,28584,912403618,912403618
ROI_0_CD31_IntensityCD31,20753.5951,28584,593220761,593220761
ROI_0_CD31_IntensityAbeta,8398.6875,28584,240068083,240068083
ROI_0_Abeta_IntensityaSMA,30027.5072,9623,288954702,288954702
ROI_0_Abeta_IntensityCD31,15670.8179,9623,150800281,150800281
ROI_0_Abeta_IntensityAbeta,28848.6896,9623,277610940,277610940
