ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,17266.1467,11326,195556378,195556378
ROI_0_IntensityCD31,15724.0647,11326,178090757,178090757
ROI_0_IntensityAbeta,1015.3784,11326,11500176,11500176
ROI_0_aSMA_IntensityaSMA,24139.5243,7526,181674060,181674060
ROI_0_aSMA_IntensityCD31,16510.9003,7526,124261036,124261036
ROI_0_aSMA_IntensityAbeta,868.4799,7526,6536180,6536180
ROI_0_CD31_IntensityaSMA,15610.5622,9679,151094632,151094632
ROI_0_CD31_IntensityCD31,18185.3887,9679,176016377,176016377
ROI_0_CD31_IntensityAbeta,1074.7697,9679,10402696,10402696
ROI_0_Abeta_IntensityaSMA,16610.3281,1015,16859483,16859483
ROI_0_Abeta_IntensityCD31,11574.0483,1015,11747659,11747659
ROI_0_Abeta_IntensityAbeta,6742.7823,1015,6843924,6843924
