ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,24196.561,28836,697732032,697732032
ROI_0_IntensityCD31,18444.2173,28836,531857450,531857450
ROI_0_IntensityAbeta,4672.1872,28836,134727189,134727189
ROI_0_aSMA_IntensityaSMA,33442.6783,20092,671930293,671930293
ROI_0_aSMA_IntensityCD31,18059.2818,20092,362847089,362847089
ROI_0_aSMA_IntensityAbeta,4503.4977,20092,90484276,90484276
ROI_0_CD31_IntensityaSMA,22877.7927,24134,552132650,552132650
ROI_0_CD31_IntensityCD31,21762.6901,24134,525220763,525220763
ROI_0_CD31_IntensityAbeta,4520.0544,24134,109086993,109086993
ROI_0_Abeta_IntensityaSMA,24442.9193,7313,178751069,178751069
ROI_0_Abeta_IntensityCD31,18797.2645,7313,137464395,137464395
ROI_0_Abeta_IntensityAbeta,18055.3218,7313,132038568,132038568
