ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,20844.6358,49331,1028286731,1028286731
ROI_0_IntensityCD31,11135.0063,49331,549300998,549300998
ROI_0_IntensityAbeta,7719.3443,49331,380802974,380802974
ROI_0_aSMA_IntensityaSMA,27643.401,35565,983137557,983137557
ROI_0_aSMA_IntensityCD31,10471.5416,35565,372420378,372420378
ROI_0_aSMA_IntensityAbeta,7720.1513,35565,274567181,274567181
ROI_0_CD31_IntensityaSMA,19496.8583,36674,715027782,715027782
ROI_0_CD31_IntensityCD31,14573.4631,36674,534467186,534467186
ROI_0_CD31_IntensityAbeta,8777.5272,36674,321907032,321907032
ROI_0_Abeta_IntensityaSMA,21734.5908,20749,450971025,450971025
ROI_0_Abeta_IntensityCD31,11686.0891,20749,242474663,242474663
ROI_0_Abeta_IntensityAbeta,17822.9301,20749,369807976,369807976
