ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,4843.8936,90717.2715,439424809,2.0069E10
ROI_0CD31,2640.2271,90717.2715,239514201,1.0939E10
ROI_0abeta,1561.9029,90717.2715,141691570,6.4712E9
ROI_0_aSMAaSMA,8561.1367,6339.0628,54269583,2.4786E9
ROI_0_aSMACD31,4742.6822,6339.0628,30064160.1,1373063403
ROI_0_aSMAabeta,8800.045,6339.0628,55784038,2.5477E9
ROI_0_CD31aSMA,22054.285,9251.714,204039938,9.3187E9
ROI_0_CD31CD31,2869.4593,9251.714,26547416.9,1212449856
ROI_0_CD31abeta,2940.0073,9251.714,27200107.2,1242258944
ROI_0_AbetaaSMA,5712.9504,14169.7251,80950937,3.6971E9
ROI_0_AbetaCD31,8707.5856,14169.7251,123384094,5.6351E9
ROI_0_Abetaabeta,2104.2387,14169.7251,29816484,1361751761
