ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,30991.9897,10194,315932343,315932343
ROI_0_IntensityCD31,14839.2481,10194,151271295,151271295
ROI_0_IntensityAbeta,1865.6532,10194,19018469,19018469
ROI_0_aSMA_IntensityaSMA,36453.5198,8419,306902183,306902183
ROI_0_aSMA_IntensityCD31,16059.2512,8419,135202836,135202836
ROI_0_aSMA_IntensityAbeta,1765.596,8419,14864553,14864553
ROI_0_CD31_IntensityaSMA,31424.9996,7496,235561797,235561797
ROI_0_CD31_IntensityCD31,20030.2315,7496,150146615,150146615
ROI_0_CD31_IntensityAbeta,1661.2563,7496,12452777,12452777
ROI_0_Abeta_IntensityaSMA,29252.2798,840,24571915,24571915
ROI_0_Abeta_IntensityCD31,13998.7429,840,11758944,11758944
ROI_0_Abeta_IntensityAbeta,17159.6679,840,14414121,14414121
