ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,18817.9132,17746,333942688,333942688
ROI_0_IntensityCD31,7347.9089,17746,130395991,130395991
ROI_0_IntensityAbeta,1866.9183,17746,33130333,33130333
ROI_0_aSMA_IntensityaSMA,26695.1399,11594,309503452,309503452
ROI_0_aSMA_IntensityCD31,7204.7517,11594,83531891,83531891
ROI_0_aSMA_IntensityAbeta,1130.3112,11594,13104828,13104828
ROI_0_CD31_IntensityaSMA,18437.992,10814,199388445,199388445
ROI_0_CD31_IntensityCD31,11094.4296,10814,119975162,119975162
ROI_0_CD31_IntensityAbeta,1687.1027,10814,18244329,18244329
ROI_0_Abeta_IntensityaSMA,7282.5226,1724,12555069,12555069
ROI_0_Abeta_IntensityCD31,7601.4635,1724,13104923,13104923
ROI_0_Abeta_IntensityAbeta,18835.2506,1724,32471972,32471972
