ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,5569.5159,90861.5203,506054684,2.3112E10
ROI_0CD31,2751.6407,90861.5203,250018254,1.1419E10
ROI_0abeta,1310.7175,90861.5203,119093782,5.4391E9
ROI_0_aSMAaSMA,9486.519,4677.0491,44368915.2,2026377369
ROI_0_aSMACD31,4842.6864,4677.0491,22649482,1.0344E9
ROI_0_aSMAabeta,8079.8354,4677.0491,37789787.1,1725901323
ROI_0_CD31aSMA,21395.9805,9606.5336,205541205,9.3873E9
ROI_0_CD31CD31,2914.9396,9606.5336,28002464.8,1278903502
ROI_0_CD31abeta,2406.5584,9606.5336,23118684.2,1055855843
ROI_0_AbetaaSMA,6495.6851,8543.2354,55494167.1,2.5345E9
ROI_0_AbetaCD31,10762.7113,8543.2354,91948376.4,4.1994E9
ROI_0_Abetaabeta,1773.1431,8543.2354,15148379.4,691843220
