ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,4389.8566,90205.7227,395990185,1.8085E10
ROI_0CD31,2299.2594,90205.7227,207406353,9.4725E9
ROI_0abeta,1358.404,90205.7227,122535811,5.5963E9
ROI_0_aSMAaSMA,8736.4153,4975.3778,43466966.8,1.9852E9
ROI_0_aSMACD31,4611.124,4975.3778,22942084.2,1047790326
ROI_0_aSMAabeta,8710.0232,4975.3778,43335656,1979187280
ROI_0_CD31aSMA,22218.3832,8612.1412,191347852,8.7391E9
ROI_0_CD31CD31,3478.3038,8612.1412,29955643.2,1368107317
ROI_0_CD31abeta,2954.1993,8612.1412,25441981.8,1161963413
ROI_0_AbetaaSMA,5976.8174,7466.5153,44625998.7,2038118655
ROI_0_AbetaCD31,11863.9831,7466.5153,88582611,4.0457E9
ROI_0_Abetaabeta,2241.766,7466.5153,16738180.2,764451181
