ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,17852.683,39671,708233788,708233788
ROI_0_IntensityCD31,11762.1215,39671,466615121,466615121
ROI_0_IntensityAbeta,2388.6122,39671,94758636,94758636
ROI_0_aSMA_IntensityaSMA,25270.7015,26323,665200675,665200675
ROI_0_aSMA_IntensityCD31,11436.9095,26323,301053768,301053768
ROI_0_aSMA_IntensityAbeta,2772.5308,26323,72981327,72981327
ROI_0_CD31_IntensityaSMA,16112.5478,33809,544749128,544749128
ROI_0_CD31_IntensityCD31,13596.7302,33809,459691851,459691851
ROI_0_CD31_IntensityAbeta,2334.2606,33809,78919016,78919016
ROI_0_Abeta_IntensityaSMA,15477.8999,11820,182948777,182948777
ROI_0_Abeta_IntensityCD31,10884.6826,11820,128656948,128656948
ROI_0_Abeta_IntensityAbeta,7005.5279,11820,82805340,82805340
