ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,19550.8812,21922,428594418,428594418
ROI_0_IntensityCD31,14729.0528,21922,322890295,322890295
ROI_0_IntensityAbeta,122.5675,21922,2686924,2686924
ROI_1_IntensityaSMA,18100.8331,57000,1031747487,1031747487
ROI_1_IntensityCD31,12373.1001,57000,705266707,705266707
ROI_1_IntensityAbeta,293.5632,57000,16733105,16733105
ROI_0_aSMA_IntensityaSMA,36660.8,10771,394873477,394873477
ROI_0_aSMA_IntensityCD31,15283.7877,10771,164621677,164621677
ROI_0_aSMA_IntensityAbeta,114.0144,10771,1228049,1228049
ROI_0_CD31_IntensityaSMA,18450.6697,17262,318495461,318495461
ROI_0_CD31_IntensityCD31,18572.0676,17262,320591031,320591031
ROI_0_CD31_IntensityAbeta,117.3879,17262,2026350,2026350
ROI_1_aSMA_IntensityaSMA,36323.1695,25892,940479505,940479505
ROI_1_aSMA_IntensityCD31,13848.7603,25892,358572102,358572102
ROI_1_aSMA_IntensityAbeta,306.6492,25892,7939760,7939760
ROI_1_CD31_IntensityaSMA,16736.2446,46172,772745886,772745886
ROI_1_CD31_IntensityCD31,15096.6454,46172,697042312,697042312
ROI_1_CD31_IntensityAbeta,284.3731,46172,13130075,13130075
ROI_1_Abeta_IntensityaSMA,19445.8446,785,15264988,15264988
ROI_1_Abeta_IntensityCD31,9501.8611,785,7458961,7458961
ROI_1_Abeta_IntensityAbeta,10854.4064,785,8520709,8520709
