ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,30518.5115,51523,1572405267,1572405267
ROI_0_IntensityCD31,9930.396,51523,511643791,511643791
ROI_0_IntensityAbeta,2192.0312,51523,112940024,112940024
ROI_0_aSMA_IntensityaSMA,37478.9056,41237,1.5455E9,1.5455E9
ROI_0_aSMA_IntensityCD31,10385.6941,41237,428274866,428274866
ROI_0_aSMA_IntensityAbeta,2293.1719,41237,94563530,94563530
ROI_0_CD31_IntensityaSMA,30898.7899,33802,1044440895,1044440895
ROI_0_CD31_IntensityCD31,14482.9267,33802,489551889,489551889
ROI_0_CD31_IntensityAbeta,2315.4257,33802,78266020,78266020
ROI_0_Abeta_IntensityaSMA,31616.5725,9060,286446147,286446147
ROI_0_Abeta_IntensityCD31,12086.8892,9060,109507216,109507216
ROI_0_Abeta_IntensityAbeta,10952.4291,9060,99229008,99229008
