ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,4528.2643,90991.7339,412034620,1.8818E10
ROI_0CD31,3311.2049,90991.7339,301292277,1.3760E10
ROI_0abeta,1380.8829,90991.7339,125648930,5.7385E9
ROI_0_aSMAaSMA,7067.5795,5071.6969,35844621.2,1637063447
ROI_0_aSMACD31,5391.8504,5071.6969,27345830.8,1248914300
ROI_0_aSMAabeta,7542.2819,5071.6969,38252167.7,1747018752
ROI_0_CD31aSMA,20236.9383,8108.3215,164087602,7.4941E9
ROI_0_CD31CD31,3946.814,8108.3215,32002037.2,1461568390
ROI_0_CD31abeta,2453.6714,8108.3215,19895156.4,908633771
ROI_0_AbetaaSMA,5693.5307,12177.7436,69334356.9,3.1666E9
ROI_0_AbetaCD31,13549.5146,12177.7436,165002514,7.5358E9
ROI_0_Abetaabeta,1979.4377,12177.7436,24105084.9,1100905856
