ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,22843.7043,46590,1.0643E9,1.0643E9
ROI_0_IntensityCD31,11681.6641,46590,544248729,544248729
ROI_0_IntensityAbeta,1258.8261,46590,58648708,58648708
ROI_0_aSMA_IntensityaSMA,30791.2881,33157,1020946740,1020946740
ROI_0_aSMA_IntensityCD31,11319.734,33157,375328421,375328421
ROI_0_aSMA_IntensityAbeta,1357.0901,33157,44997038,44997038
ROI_0_CD31_IntensityaSMA,20873.4689,33912,707861078,707861078
ROI_0_CD31_IntensityCD31,15580.9366,33912,528380721,528380721
ROI_0_CD31_IntensityAbeta,1114.4147,33912,37792032,37792032
ROI_0_Abeta_IntensityaSMA,20798.0682,6088,126618639,126618639
ROI_0_Abeta_IntensityCD31,11615.2829,6088,70713842,70713842
ROI_0_Abeta_IntensityAbeta,7222.2576,6088,43969104,43969104
