ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,27153.946,15395,418034999,418034999
ROI_0_IntensityCD31,10835.0907,15395,166806222,166806222
ROI_0_IntensityAbeta,3359.8381,15395,51724708,51724708
ROI_1_IntensityaSMA,36757.8655,2231,82006798,82006798
ROI_1_IntensityCD31,18533.5182,2231,41348279,41348279
ROI_1_IntensityAbeta,409.4352,2231,913450,913450
ROI_2_IntensityaSMA,25977.1847,21656,562561912,562561912
ROI_2_IntensityCD31,11828.136,21656,256150113,256150113
ROI_2_IntensityAbeta,6961.2685,21656,150753230,150753230
ROI_0_aSMA_IntensityaSMA,33549.6746,11953,401019260,401019260
ROI_0_aSMA_IntensityCD31,10805.8893,11953,129162795,129162795
ROI_0_aSMA_IntensityAbeta,2174.2755,11953,25989115,25989115
ROI_0_CD31_IntensityaSMA,26016.5497,11037,287144659,287144659
ROI_0_CD31_IntensityCD31,14899.6969,11037,164447955,164447955
ROI_0_CD31_IntensityAbeta,3189.5866,11037,35203467,35203467
ROI_0_Abeta_IntensityaSMA,18010.9113,1477,26602116,26602116
ROI_0_Abeta_IntensityCD31,10454.3053,1477,15441009,15441009
ROI_0_Abeta_IntensityAbeta,29886.5484,1477,44142432,44142432
ROI_1_aSMA_IntensityaSMA,42407.6231,1913,81125783,81125783
ROI_1_aSMA_IntensityCD31,20879.3905,1913,39942274,39942274
ROI_1_aSMA_IntensityAbeta,413.6994,1913,791407,791407
ROI_1_CD31_IntensityaSMA,38309.4688,1824,69876471,69876471
ROI_1_CD31_IntensityCD31,22562.3876,1824,41153795,41153795
ROI_1_CD31_IntensityAbeta,377.4167,1824,688408,688408
ROI_1_Abeta_IntensityaSMA,37837.2895,38,1437817,1437817
ROI_1_Abeta_IntensityCD31,39113.5526,38,1486315,1486315
ROI_1_Abeta_IntensityAbeta,11582.0263,38,440117,440117
ROI_2_aSMA_IntensityaSMA,33911.0721,15890,538846936,538846936
ROI_2_aSMA_IntensityCD31,13814.4555,15890,219511698,219511698
ROI_2_aSMA_IntensityAbeta,6088.6818,15890,96749154,96749154
ROI_2_CD31_IntensityaSMA,26527.9614,16341,433493417,433493417
ROI_2_CD31_IntensityCD31,15492.877,16341,253169103,253169103
ROI_2_CD31_IntensityAbeta,7082.2256,16341,115730648,115730648
ROI_2_Abeta_IntensityaSMA,18364.4323,5973,109690754,109690754
ROI_2_Abeta_IntensityCD31,10611.338,5973,63381522,63381522
ROI_2_Abeta_IntensityAbeta,24228.2541,5973,144715362,144715362
