ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,27593.6058,47813,1319333074,1319333074
ROI_0_IntensityCD31,14209.2735,47813,679387992,679387992
ROI_0_IntensityAbeta,1166.7127,47813,55784033,55784033
ROI_0_aSMA_IntensityaSMA,34972.1566,37131,1.2986E9,1.2986E9
ROI_0_aSMA_IntensityCD31,14791.5922,37131,549226609,549226609
ROI_0_aSMA_IntensityAbeta,1153.4344,37131,42828173,42828173
ROI_0_CD31_IntensityaSMA,25933.6347,40138,1040924229,1040924229
ROI_0_CD31_IntensityCD31,16697.8117,40138,670216768,670216768
ROI_0_CD31_IntensityAbeta,1076.7721,40138,43219477,43219477
ROI_0_Abeta_IntensityaSMA,26723.6563,6639,177418354,177418354
ROI_0_Abeta_IntensityCD31,12531.4559,6639,83196336,83196336
ROI_0_Abeta_IntensityAbeta,5965.277,6639,39603474,39603474
