ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,20163.8001,10575,213232186,213232186
ROI_0_IntensityCD31,19773.5057,10575,209104823,209104823
ROI_0_IntensityAbeta,2701.9135,10575,28572735,28572735
ROI_0_aSMA_IntensityaSMA,41281.8898,4984,205748939,205748939
ROI_0_aSMA_IntensityCD31,13738.6567,4984,68473465,68473465
ROI_0_aSMA_IntensityAbeta,2714.5474,4984,13529304,13529304
ROI_0_CD31_IntensityaSMA,15906.6627,8906,141664738,141664738
ROI_0_CD31_IntensityCD31,23306.0295,8906,207563499,207563499
ROI_0_CD31_IntensityAbeta,2499.0695,8906,22256713,22256713
ROI_0_Abeta_IntensityaSMA,18559.146,2158,40050637,40050637
ROI_0_Abeta_IntensityCD31,19663.9356,2158,42434773,42434773
ROI_0_Abeta_IntensityAbeta,12266.3892,2158,26470868,26470868
