ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,12726.5027,20521,261160562,261160562
ROI_0_IntensityCD31,15870.4494,20521,325677492,325677492
ROI_0_IntensityAbeta,7057.1421,20521,144819613,144819613
ROI_1_IntensityaSMA,8966.0801,14025,125749273,125749273
ROI_1_IntensityCD31,14271.4851,14025,200157579,200157579
ROI_1_IntensityAbeta,3663.5518,14025,51381314,51381314
ROI_0_aSMA_IntensityaSMA,37126.574,6369,236459150,236459150
ROI_0_aSMA_IntensityCD31,13258.9655,6369,84446351,84446351
ROI_0_aSMA_IntensityAbeta,9749.6472,6369,62095503,62095503
ROI_0_CD31_IntensityaSMA,10594.2439,18572,196756298,196756298
ROI_0_CD31_IntensityCD31,17373.2766,18572,322656493,322656493
ROI_0_CD31_IntensityAbeta,6326.7085,18572,117499630,117499630
ROI_0_Abeta_IntensityaSMA,15801.3618,6188,97778827,97778827
ROI_0_Abeta_IntensityCD31,15917.3717,6188,98496696,98496696
ROI_0_Abeta_IntensityAbeta,22944.6889,6188,141981735,141981735
ROI_1_aSMA_IntensityaSMA,33514.368,3065,102721538,102721538
ROI_1_aSMA_IntensityCD31,11227.6297,3065,34412685,34412685
ROI_1_aSMA_IntensityAbeta,4831.3455,3065,14808074,14808074
ROI_1_CD31_IntensityaSMA,7192.0678,12689,91260148,91260148
ROI_1_CD31_IntensityCD31,15585.8087,12689,197768326,197768326
ROI_1_CD31_IntensityAbeta,3742.1812,12689,47484537,47484537
ROI_1_Abeta_IntensityaSMA,10353.2334,3591,37178461,37178461
ROI_1_Abeta_IntensityCD31,16179.4158,3591,58100282,58100282
ROI_1_Abeta_IntensityAbeta,13610.7499,3591,48876203,48876203
