ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,4145.3234,91541.1185,379467537,1.7331E10
ROI_0CD31,1735.9135,91541.1185,158907467,7.2575E9
ROI_0abeta,1321.4878,91541.1185,120970468,5.5249E9
ROI_0_aSMAaSMA,7687.2996,3451.5259,26532913.5,1211787467
ROI_0_aSMACD31,3940.9525,3451.5259,13602299.5,621232046
ROI_0_aSMAabeta,8233.0763,3451.5259,28416676.1,1297820990
ROI_0_CD31aSMA,21203.5781,7459.6619,158171524,7.2239E9
ROI_0_CD31CD31,2329.2824,7459.6619,17375659.5,793565562
ROI_0_CD31abeta,2606.488,7459.6619,19443519.2,888006998
ROI_0_AbetaaSMA,4872.3496,3824.1028,18632365.9,850960732
ROI_0_AbetaCD31,11667.763,3824.1028,44618725.6,2037786484
ROI_0_Abetaabeta,2303.5532,3824.1028,8809024.2,402317866
