ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,18052.4149,63770,1151202501,1151202501
ROI_0_IntensityCD31,19999.1812,63770,1275347786,1275347786
ROI_0_IntensityAbeta,1403.1166,63770,89476747,89476747
ROI_0_aSMA_IntensityaSMA,26707.6289,39812,1063284120,1063284120
ROI_0_aSMA_IntensityCD31,18017.4291,39812,717309887,717309887
ROI_0_aSMA_IntensityAbeta,1516.215,39812,60363551,60363551
ROI_0_CD31_IntensityaSMA,17970.4947,55827,1003238809,1003238809
ROI_0_CD31_IntensityCD31,22652.6427,55827,1264629082,1264629082
ROI_0_CD31_IntensityAbeta,1488.2881,55827,83086659,83086659
ROI_0_Abeta_IntensityaSMA,20940.3868,3669,76830279,76830279
ROI_0_Abeta_IntensityCD31,19515.0943,3669,71600881,71600881
ROI_0_Abeta_IntensityAbeta,23666.6487,3669,86832934,86832934
