ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,36430.7223,4814,175377497,175377497
ROI_0_IntensityCD31,9303.8791,4814,44788874,44788874
ROI_0_IntensityAbeta,5610.3172,4814,27008067,27008067
ROI_0_aSMA_IntensityaSMA,37657.9659,4636,174582330,174582330
ROI_0_aSMA_IntensityCD31,9501.489,4636,44048903,44048903
ROI_0_aSMA_IntensityAbeta,5703.245,4636,26440244,26440244
ROI_0_CD31_IntensityaSMA,37604.9339,3616,135979441,135979441
ROI_0_CD31_IntensityCD31,11929.6897,3616,43137758,43137758
ROI_0_CD31_IntensityAbeta,5797.818,3616,20964910,20964910
ROI_0_Abeta_IntensityaSMA,38951.0654,1865,72643737,72643737
ROI_0_Abeta_IntensityCD31,9116.2928,1865,17001886,17001886
ROI_0_Abeta_IntensityAbeta,14053.6692,1865,26210093,26210093
