ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,25494.1139,44662,1138618116,1138618116
ROI_0_IntensityCD31,11746.9466,44662,524642130,524642130
ROI_0_IntensityAbeta,2172.3943,44662,97023475,97023475
ROI_1_IntensityaSMA,15723.8097,91053,1431700042,1431700042
ROI_1_IntensityCD31,11370.7322,91053,1.0353E9,1.0353E9
ROI_1_IntensityAbeta,1928.6732,91053,175611484,175611484
ROI_2_IntensityaSMA,23571.1119,447,10536287,10536287
ROI_2_IntensityCD31,9780.5235,447,4371894,4371894
ROI_2_IntensityAbeta,4184.9799,447,1870686,1870686
ROI_3_IntensityaSMA,34010.6474,38056,1294309196,1294309196
ROI_3_IntensityCD31,12120.4497,38056,461255835,461255835
ROI_3_IntensityAbeta,2705.8756,38056,102974800,102974800
ROI_0_aSMA_IntensityaSMA,35571.5636,31150,1108054205,1108054205
ROI_0_aSMA_IntensityCD31,11647.1101,31150,362807480,362807480
ROI_0_aSMA_IntensityAbeta,2545.2196,31150,79283590,79283590
ROI_0_CD31_IntensityaSMA,25000.0746,40083,1002077991,1002077991
ROI_0_CD31_IntensityCD31,12919.6507,40083,517858359,517858359
ROI_0_CD31_IntensityAbeta,2291.9028,40083,91866338,91866338
ROI_0_Abeta_IntensityaSMA,28316.0482,6351,179835222,179835222
ROI_0_Abeta_IntensityCD31,14391.4349,6351,91400003,91400003
ROI_0_Abeta_IntensityAbeta,13882.6749,6351,88168868,88168868
ROI_1_aSMA_IntensityaSMA,34758.8268,38706,1345375149,1345375149
ROI_1_aSMA_IntensityCD31,11686.5747,38706,452340559,452340559
ROI_1_aSMA_IntensityAbeta,2273.8708,38706,88012443,88012443
ROI_1_CD31_IntensityaSMA,14801.6779,82009,1213870804,1213870804
ROI_1_CD31_IntensityCD31,12450.761,82009,1021074461,1021074461
ROI_1_CD31_IntensityAbeta,2033.2466,82009,166744521,166744521
ROI_1_Abeta_IntensityaSMA,14679.6904,13705,201185157,201185157
ROI_1_Abeta_IntensityCD31,12552.114,13705,172026722,172026722
ROI_1_Abeta_IntensityAbeta,11332.0238,13705,155305386,155305386
ROI_2_aSMA_IntensityaSMA,32460.0447,313,10159994,10159994
ROI_2_aSMA_IntensityCD31,9322.0639,313,2917806,2917806
ROI_2_aSMA_IntensityAbeta,2560.5815,313,801462,801462
ROI_2_CD31_IntensityaSMA,23529.1351,422,9929295,9929295
ROI_2_CD31_IntensityCD31,10221.1493,422,4313325,4313325
ROI_2_CD31_IntensityAbeta,4415.09,422,1863168,1863168
ROI_2_Abeta_IntensityaSMA,8926,148,1321048,1321048
ROI_2_Abeta_IntensityCD31,13476.5878,148,1994535,1994535
ROI_2_Abeta_IntensityAbeta,12106.9459,148,1791828,1791828
ROI_3_aSMA_IntensityaSMA,35991.0391,35721,1285635908,1285635908
ROI_3_aSMA_IntensityCD31,12242.7444,35721,437323074,437323074
ROI_3_aSMA_IntensityAbeta,2418.5826,35721,86394190,86394190
ROI_3_CD31_IntensityaSMA,34191.7132,32530,1112256432,1112256432
ROI_3_CD31_IntensityCD31,13920.6645,32530,452839217,452839217
ROI_3_CD31_IntensityAbeta,2981.0629,32530,96973977,96973977
ROI_3_Abeta_IntensityaSMA,28315.1643,6709,189966437,189966437
ROI_3_Abeta_IntensityCD31,15017.6467,6709,100753392,100753392
ROI_3_Abeta_IntensityAbeta,14233.5199,6709,95492685,95492685
