ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,769.2868,8.3204,6400.7429,292329
ROI_0CD31,761.1474,8.3204,6333.0196,289236
ROI_0abeta,1150.1132,8.3204,9569.3547,437043
ROI_1aSMA,5262.5435,90268.5414,475042122,2.1696E10
ROI_1CD31,3211.7102,90268.5414,289916397,1.3241E10
ROI_1abeta,1774.1747,90268.5414,160152160,7.3143E9
ROI_0_aSMAaSMA,5214.5032,91828.8277,478841714,2.1869E10
ROI_0_aSMACD31,3254.916,91828.8277,298895120,1.3651E10
ROI_0_aSMAabeta,1752.5811,91828.8277,160937467,7.3502E9
ROI_0_CD31aSMA,5214.5032,91828.8277,478841714,2.1869E10
ROI_0_CD31CD31,3254.916,91828.8277,298895120,1.3651E10
ROI_0_CD31abeta,1752.5811,91828.8277,160937467,7.3502E9
ROI_0_AbetaaSMA,5214.5032,91828.8277,478841714,2.1869E10
ROI_0_AbetaCD31,3254.916,91828.8277,298895120,1.3651E10
ROI_0_Abetaabeta,1752.5811,91828.8277,160937467,7.3502E9
ROI_1_aSMAaSMA,11291.2602,7056.8033,79680201.8,3.6391E9
ROI_1_aSMACD31,7639.0136,7056.8033,53907016.3,2.4620E9
ROI_1_aSMAabeta,10620.9411,7056.8033,74949892,3.4230E9
ROI_1_CD31aSMA,23482.6014,10578.3077,248406184,1.1345E10
ROI_1_CD31CD31,5201.4762,10578.3077,55022815.5,2.5130E9
ROI_1_CD31abeta,3440.055,10578.3077,36389960.1,1661969677
ROI_1_AbetaaSMA,6211.873,8435.9466,52403028.5,2.3933E9
ROI_1_AbetaCD31,14708.4404,8435.9466,124079617,5.6669E9
ROI_1_Abetaabeta,2613.5824,8435.9466,22048042,1006958432
