ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,34908.5886,4580,159881336,159881336
ROI_0_IntensityCD31,22235.4507,4580,101838364,101838364
ROI_0_IntensityAbeta,271.9524,4580,1245542,1245542
ROI_1_IntensityaSMA,25228.8402,7871,198576201,198576201
ROI_1_IntensityCD31,18629.8244,7871,146635348,146635348
ROI_1_IntensityAbeta,2385.5179,7871,18776411,18776411
ROI_2_IntensityaSMA,18042.0265,17860,322230593,322230593
ROI_2_IntensityCD31,22148.9293,17860,395579877,395579877
ROI_2_IntensityAbeta,8093.7087,17860,144553638,144553638
ROI_3_IntensityaSMA,20216.1135,3552,71807635,71807635
ROI_3_IntensityCD31,12843.7627,3552,45621045,45621045
ROI_3_IntensityAbeta,1350.7486,3552,4797859,4797859
ROI_0_aSMA_IntensityaSMA,42369.6678,3733,158165970,158165970
ROI_0_aSMA_IntensityCD31,25121.2459,3733,93777611,93777611
ROI_0_aSMA_IntensityAbeta,332.176,3733,1240013,1240013
ROI_0_CD31_IntensityaSMA,35291.2781,4215,148752737,148752737
ROI_0_CD31_IntensityCD31,24004.3132,4215,101178180,101178180
ROI_0_CD31_IntensityAbeta,292.9943,4215,1234971,1234971
ROI_0_Abeta_IntensityaSMA,43321.0247,162,7018006,7018006
ROI_0_Abeta_IntensityCD31,31769.0185,162,5146581,5146581
ROI_0_Abeta_IntensityAbeta,6899.5247,162,1117723,1117723
ROI_1_aSMA_IntensityaSMA,37217.4522,5157,191930401,191930401
ROI_1_aSMA_IntensityCD31,18379.7208,5157,94784220,94784220
ROI_1_aSMA_IntensityAbeta,1682.3549,5157,8675904,8675904
ROI_1_CD31_IntensityaSMA,24103.8568,7323,176512543,176512543
ROI_1_CD31_IntensityCD31,19932.2666,7323,145963988,145963988
ROI_1_CD31_IntensityAbeta,2529.428,7323,18523001,18523001
ROI_1_Abeta_IntensityaSMA,18731.1963,1034,19368057,19368057
ROI_1_Abeta_IntensityCD31,20417.3501,1034,21111540,21111540
ROI_1_Abeta_IntensityAbeta,17772.1809,1034,18376435,18376435
ROI_2_aSMA_IntensityaSMA,29394.0159,10165,298790172,298790172
ROI_2_aSMA_IntensityCD31,22725.2177,10165,231001838,231001838
ROI_2_aSMA_IntensityAbeta,6968.5314,10165,70835122,70835122
ROI_2_CD31_IntensityaSMA,17355.9792,16620,288456375,288456375
ROI_2_CD31_IntensityCD31,23687.0958,16620,393679533,393679533
ROI_2_CD31_IntensityAbeta,8062.5174,16620,133999039,133999039
ROI_2_Abeta_IntensityaSMA,18744.719,5591,104801724,104801724
ROI_2_Abeta_IntensityCD31,24074.4434,5591,134600213,134600213
ROI_2_Abeta_IntensityAbeta,25666.4289,5591,143501004,143501004
ROI_3_aSMA_IntensityaSMA,40254.89,1691,68071019,68071019
ROI_3_aSMA_IntensityCD31,14538.8013,1691,24585113,24585113
ROI_3_aSMA_IntensityAbeta,512.3282,1691,866347,866347
ROI_3_CD31_IntensityaSMA,19246.5586,3346,64398985,64398985
ROI_3_CD31_IntensityCD31,13549.4274,3346,45336384,45336384
ROI_3_CD31_IntensityAbeta,1399.4794,3346,4682658,4682658
ROI_3_Abeta_IntensityaSMA,18683.5608,255,4764308,4764308
ROI_3_Abeta_IntensityCD31,10305.2078,255,2627828,2627828
ROI_3_Abeta_IntensityAbeta,18371.8275,255,4684816,4684816
