ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,4258.7366,89460.8535,380990210,1.7400E10
ROI_0CD31,2975.3814,89460.8535,266180162,1.2157E10
ROI_0abeta,1375.8728,89460.8535,123086751,5.6215E9
ROI_0_aSMAaSMA,6507.9263,6450.271,41977887.7,1917176503
ROI_0_aSMACD31,3918.9549,6450.271,25278321.3,1154488857
ROI_0_aSMAabeta,6238.7763,6450.271,40241797.8,1837887360
ROI_0_CD31aSMA,16772.9868,9005.6504,151051655,6.8987E9
ROI_0_CD31CD31,2847.371,9005.6504,25642428,1171118014
ROI_0_CD31abeta,2477.3572,9005.6504,22310212.7,1018932057
ROI_0_AbetaaSMA,4784.9965,10149.3713,48564706.6,2.2180E9
ROI_0_AbetaCD31,12935.4742,10149.3713,131286931,5.9960E9
ROI_0_Abetaabeta,1770.1193,10149.3713,17965598.1,820508712
