ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,9188.2262,968,8894203,8894203
ROI_0_IntensityCD31,3936.1043,968,3810149,3810149
ROI_0_IntensityAbeta,1356.875,968,1313455,1313455
ROI_1_IntensityaSMA,9654.3244,746,7202126,7202126
ROI_1_IntensityCD31,6769.0509,746,5049712,5049712
ROI_1_IntensityAbeta,1344.2681,746,1002824,1002824
ROI_2_IntensityaSMA,11523.9291,832,9587909,9587909
ROI_2_IntensityCD31,3418.494,832,2844187,2844187
ROI_2_IntensityAbeta,4891.155,832,4069441,4069441
ROI_3_IntensityaSMA,12570.9487,721,9063654,9063654
ROI_3_IntensityCD31,4739.7864,721,3417386,3417386
ROI_3_IntensityAbeta,2016.9445,721,1454217,1454217
ROI_4_IntensityaSMA,22533.6147,44670,1.0066E9,1.0066E9
ROI_4_IntensityCD31,6926.1233,44670,309389929,309389929
ROI_4_IntensityAbeta,1221.8144,44670,54578449,54578449
ROI_5_IntensityaSMA,11967.3924,4615,55229516,55229516
ROI_5_IntensityCD31,5312.8964,4615,24519017,24519017
ROI_5_IntensityAbeta,2435.1742,4615,11238329,11238329
ROI_6_IntensityaSMA,11454.1298,1641,18796227,18796227
ROI_6_IntensityCD31,5994.7325,1641,9837356,9837356
ROI_6_IntensityAbeta,791.457,1641,1298781,1298781
ROI_7_IntensityaSMA,17427.595,56566,985809341,985809341
ROI_7_IntensityCD31,9846.4855,56566,556976298,556976298
ROI_7_IntensityAbeta,698.2935,56566,39499671,39499671
ROI_0_aSMA_IntensityaSMA,12146.5825,606,7360829,7360829
ROI_0_aSMA_IntensityCD31,3576.7079,606,2167485,2167485
ROI_0_aSMA_IntensityAbeta,1242.5594,606,752991,752991
ROI_0_CD31_IntensityaSMA,8658.4037,592,5125775,5125775
ROI_0_CD31_IntensityCD31,4964.7483,592,2939131,2939131
ROI_0_CD31_IntensityAbeta,1227.7416,592,726823,726823
ROI_0_Abeta_IntensityaSMA,8621.4839,155,1336330,1336330
ROI_0_Abeta_IntensityCD31,3766.8452,155,583861,583861
ROI_0_Abeta_IntensityAbeta,6297.3032,155,976082,976082
ROI_1_aSMA_IntensityaSMA,14038.3082,425,5966281,5966281
ROI_1_aSMA_IntensityCD31,7162.3624,425,3044004,3044004
ROI_1_aSMA_IntensityAbeta,1322.9953,425,562273,562273
ROI_1_CD31_IntensityaSMA,9887.8176,614,6071120,6071120
ROI_1_CD31_IntensityCD31,7705.2101,614,4730999,4730999
ROI_1_CD31_IntensityAbeta,1072.215,614,658340,658340
ROI_1_Abeta_IntensityaSMA,10668.9781,137,1461650,1461650
ROI_1_Abeta_IntensityCD31,4206.2847,137,576261,576261
ROI_1_Abeta_IntensityAbeta,6248.9781,137,856110,856110
ROI_2_aSMA_IntensityaSMA,13417.7767,645,8654466,8654466
ROI_2_aSMA_IntensityCD31,3448.4031,645,2224220,2224220
ROI_2_aSMA_IntensityAbeta,4665.0946,645,3008986,3008986
ROI_2_CD31_IntensityaSMA,12412.8773,481,5970594,5970594
ROI_2_CD31_IntensityCD31,4153.9148,481,1998033,1998033
ROI_2_CD31_IntensityAbeta,5700.422,481,2741903,2741903
ROI_2_Abeta_IntensityaSMA,10117.0958,313,3166651,3166651
ROI_2_Abeta_IntensityCD31,3489.2716,313,1092142,1092142
ROI_2_Abeta_IntensityAbeta,12323.4345,313,3857235,3857235
ROI_3_aSMA_IntensityaSMA,15699.0333,511,8022206,8022206
ROI_3_aSMA_IntensityCD31,5129.2818,511,2621063,2621063
ROI_3_aSMA_IntensityAbeta,1476.9393,511,754716,754716
ROI_3_CD31_IntensityaSMA,14946.1455,275,4110190,4110190
ROI_3_CD31_IntensityCD31,10128.5055,275,2785339,2785339
ROI_3_CD31_IntensityAbeta,2518.1055,275,692479,692479
ROI_3_Abeta_IntensityaSMA,7670.1376,189,1449656,1449656
ROI_3_Abeta_IntensityCD31,3475.3333,189,656838,656838
ROI_3_Abeta_IntensityAbeta,6726.1587,189,1271244,1271244
ROI_4_aSMA_IntensityaSMA,27344.1194,35614,973833468,973833468
ROI_4_aSMA_IntensityCD31,6540.961,35614,232949784,232949784
ROI_4_aSMA_IntensityAbeta,804.8356,35614,28663414,28663414
ROI_4_CD31_IntensityaSMA,20856.2552,33670,702230114,702230114
ROI_4_CD31_IntensityCD31,8654.8988,33670,291410444,291410444
ROI_4_CD31_IntensityAbeta,1308.9464,33670,44072225,44072225
ROI_4_Abeta_IntensityaSMA,18775.8537,4511,84697876,84697876
ROI_4_Abeta_IntensityCD31,6664.5635,4511,30063846,30063846
ROI_4_Abeta_IntensityAbeta,11398.7792,4511,51419893,51419893
ROI_5_aSMA_IntensityaSMA,16342.7081,3032,49551091,49551091
ROI_5_aSMA_IntensityCD31,3808.3394,3032,11546885,11546885
ROI_5_aSMA_IntensityAbeta,2564.2922,3032,7774934,7774934
ROI_5_CD31_IntensityaSMA,11301.1049,2630,29721906,29721906
ROI_5_CD31_IntensityCD31,7950.019,2630,20908550,20908550
ROI_5_CD31_IntensityAbeta,1914.0734,2630,5034013,5034013
ROI_5_Abeta_IntensityaSMA,11675.4963,1082,12632887,12632887
ROI_5_Abeta_IntensityCD31,3905.7782,1082,4226052,4226052
ROI_5_Abeta_IntensityAbeta,9332.9307,1082,10098231,10098231
ROI_6_aSMA_IntensityaSMA,16026.5093,1019,16331013,16331013
ROI_6_aSMA_IntensityCD31,5955.9588,1019,6069122,6069122
ROI_6_aSMA_IntensityAbeta,741.0883,1019,755169,755169
ROI_6_CD31_IntensityaSMA,12222.9376,1154,14105270,14105270
ROI_6_CD31_IntensityCD31,7630.5269,1154,8805628,8805628
ROI_6_CD31_IntensityAbeta,760.8579,1154,878030,878030
ROI_6_Abeta_IntensityaSMA,8859.3493,146,1293465,1293465
ROI_6_Abeta_IntensityCD31,4582.0479,146,668979,668979
ROI_6_Abeta_IntensityAbeta,5903.0342,146,861843,861843
ROI_7_aSMA_IntensityaSMA,21443.2031,43706,937196636,937196636
ROI_7_aSMA_IntensityCD31,9290.5218,43706,406051547,406051547
ROI_7_aSMA_IntensityAbeta,671.2118,43706,29335984,29335984
ROI_7_CD31_IntensityaSMA,17943.3662,33549,601981992,601981992
ROI_7_CD31_IntensityCD31,15856.5802,33549,531972409,531972409
ROI_7_CD31_IntensityAbeta,721.0208,33549,24189528,24189528
ROI_7_Abeta_IntensityaSMA,12996.1588,2494,32412420,32412420
ROI_7_Abeta_IntensityCD31,4797.8348,2494,11965800,11965800
ROI_7_Abeta_IntensityAbeta,8837.9503,2494,22041848,22041848
