ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,23217.3994,7129,165516840,165516840
ROI_0_IntensityCD31,17476.7098,7129,124591464,124591464
ROI_0_IntensityAbeta,7677.8066,7129,54735083,54735083
ROI_1_IntensityaSMA,19500.0033,606,11817002,11817002
ROI_1_IntensityCD31,22959.3465,606,13913364,13913364
ROI_1_IntensityAbeta,8290.1997,606,5023861,5023861
ROI_2_IntensityaSMA,23872.706,2891,69015993,69015993
ROI_2_IntensityCD31,16683.4708,2891,48231914,48231914
ROI_2_IntensityAbeta,11325.3151,2891,32741486,32741486
ROI_3_IntensityaSMA,16578.6845,14785,245115850,245115850
ROI_3_IntensityCD31,16539.166,14785,244531569,244531569
ROI_3_IntensityAbeta,10034.8599,14785,148365403,148365403
ROI_0_aSMA_IntensityaSMA,37947.415,4253,161390356,161390356
ROI_0_aSMA_IntensityCD31,13363.4221,4253,56834634,56834634
ROI_0_aSMA_IntensityAbeta,6653.301,4253,28296489,28296489
ROI_0_CD31_IntensityaSMA,19745.8471,5593,110438523,110438523
ROI_0_CD31_IntensityCD31,22117.8505,5593,123705138,123705138
ROI_0_CD31_IntensityAbeta,8755.7921,5593,48971145,48971145
ROI_0_Abeta_IntensityaSMA,18686.7152,2275,42512277,42512277
ROI_0_Abeta_IntensityCD31,22347.0954,2275,50839642,50839642
ROI_0_Abeta_IntensityAbeta,23811.8826,2275,54172033,54172033
ROI_1_aSMA_IntensityaSMA,29913.9377,369,11038243,11038243
ROI_1_aSMA_IntensityCD31,21878.7425,369,8073256,8073256
ROI_1_aSMA_IntensityAbeta,8865.7263,369,3271453,3271453
ROI_1_CD31_IntensityaSMA,17417.6882,558,9719070,9719070
ROI_1_CD31_IntensityCD31,24817.8244,558,13848346,13848346
ROI_1_CD31_IntensityAbeta,8784.1093,558,4901533,4901533
ROI_1_Abeta_IntensityaSMA,19062.4085,164,3126235,3126235
ROI_1_Abeta_IntensityCD31,17805.3841,164,2920083,2920083
ROI_1_Abeta_IntensityAbeta,30508.7317,164,5003432,5003432
ROI_2_aSMA_IntensityaSMA,41027.2176,1636,67120528,67120528
ROI_2_aSMA_IntensityCD31,15315.0813,1636,25055473,25055473
ROI_2_aSMA_IntensityAbeta,11144.4297,1636,18232287,18232287
ROI_2_CD31_IntensityaSMA,22435.226,2642,59273867,59273867
ROI_2_CD31_IntensityCD31,18089.8475,2642,47793377,47793377
ROI_2_CD31_IntensityAbeta,12351.9315,2642,32633803,32633803
ROI_2_Abeta_IntensityaSMA,17203.0307,1302,22398346,22398346
ROI_2_Abeta_IntensityCD31,16653.2811,1302,21682572,21682572
ROI_2_Abeta_IntensityAbeta,24871.8118,1302,32383099,32383099
ROI_3_aSMA_IntensityaSMA,37838.7642,6094,230589429,230589429
ROI_3_aSMA_IntensityCD31,13770.9631,6094,83920249,83920249
ROI_3_aSMA_IntensityAbeta,7764.4611,6094,47316626,47316626
ROI_3_CD31_IntensityaSMA,13922.0261,12895,179524526,179524526
ROI_3_CD31_IntensityCD31,18844.9073,12895,243005079,243005079
ROI_3_CD31_IntensityAbeta,11043.7891,12895,142409660,142409660
ROI_3_Abeta_IntensityaSMA,11257.9833,6092,68583634,68583634
ROI_3_Abeta_IntensityCD31,19076.0842,6092,116211505,116211505
ROI_3_Abeta_IntensityAbeta,24172.2492,6092,147257342,147257342
