ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,23536.2398,41186,969363572,969363572
ROI_0_IntensityCD31,7677.2998,41186,316197270,316197270
ROI_0_IntensityAbeta,475.251,41186,19573686,19573686
ROI_1_IntensityaSMA,17376.4203,9977,173364545,173364545
ROI_1_IntensityCD31,4843.3415,9977,48322018,48322018
ROI_1_IntensityAbeta,838.2562,9977,8363282,8363282
ROI_0_aSMA_IntensityaSMA,28243.3645,33387,942961212,942961212
ROI_0_aSMA_IntensityCD31,7424.9219,33387,247895866,247895866
ROI_0_aSMA_IntensityAbeta,469.3291,33387,15669492,15669492
ROI_0_CD31_IntensityaSMA,22840.2326,33739,770606607,770606607
ROI_0_CD31_IntensityCD31,9083.3018,33739,306461519,306461519
ROI_0_CD31_IntensityAbeta,483.3468,33739,16307638,16307638
ROI_0_Abeta_IntensityaSMA,21475.8824,1326,28477020,28477020
ROI_0_Abeta_IntensityCD31,7521.5121,1326,9973525,9973525
ROI_0_Abeta_IntensityAbeta,3913.9932,1326,5189955,5189955
ROI_1_aSMA_IntensityaSMA,23973.2832,6652,159470280,159470280
ROI_1_aSMA_IntensityCD31,4568.2608,6652,30388071,30388071
ROI_1_aSMA_IntensityAbeta,758.7462,6652,5047180,5047180
ROI_1_CD31_IntensityaSMA,18646.9874,5801,108171174,108171174
ROI_1_CD31_IntensityCD31,7068.5001,5801,41004369,41004369
ROI_1_CD31_IntensityAbeta,971.4373,5801,5635308,5635308
ROI_1_Abeta_IntensityaSMA,20970.6991,894,18747805,18747805
ROI_1_Abeta_IntensityCD31,6437.9911,894,5755564,5755564
ROI_1_Abeta_IntensityAbeta,5007.8166,894,4476988,4476988
