ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,16106.8675,138041,2.2234E9,2.2234E9
ROI_0_IntensityCD31,7480.5428,138041,1032621607,1032621607
ROI_0_IntensityAbeta,5314.4273,138041,733608860,733608860
ROI_1_IntensityaSMA,21307.565,29742,633729598,633729598
ROI_1_IntensityCD31,7548.8674,29742,224518414,224518414
ROI_1_IntensityAbeta,828.2274,29742,24633139,24633139
ROI_0_aSMA_IntensityaSMA,30066.7292,64185,1929833012,1929833012
ROI_0_aSMA_IntensityCD31,11265.4991,64185,723076061,723076061
ROI_0_aSMA_IntensityAbeta,7777.7841,64185,499217072,499217072
ROI_0_CD31_IntensityaSMA,22568.2721,65454,1477183679,1477183679
ROI_0_CD31_IntensityCD31,15254.3871,65454,998460652,998460652
ROI_0_CD31_IntensityAbeta,8275.1557,65454,541642039,541642039
ROI_0_Abeta_IntensityaSMA,22432.8498,21386,479748926,479748926
ROI_0_Abeta_IntensityCD31,12485.6391,21386,267017878,267017878
ROI_0_Abeta_IntensityAbeta,33207.4997,21386,710175588,710175588
ROI_1_aSMA_IntensityaSMA,34128.3858,17142,585028789,585028789
ROI_1_aSMA_IntensityCD31,11579.9512,17142,198503523,198503523
ROI_1_aSMA_IntensityAbeta,1286.9683,17142,22061210,22061210
ROI_1_CD31_IntensityaSMA,30841.061,16154,498206500,498206500
ROI_1_CD31_IntensityCD31,13487.4334,16154,217875999,217875999
ROI_1_CD31_IntensityAbeta,853.86,16154,13793254,13793254
ROI_1_Abeta_IntensityaSMA,35405.0027,734,25987272,25987272
ROI_1_Abeta_IntensityCD31,8207.3869,734,6024222,6024222
ROI_1_Abeta_IntensityAbeta,30885.4101,734,22669891,22669891
