ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,35186.9286,12319,433467773,433467773
ROI_0_IntensityCD31,3619.9144,12319,44593726,44593726
ROI_0_IntensityAbeta,2272.3232,12319,27992750,27992750
ROI_0_aSMA_IntensityaSMA,45996.6257,9297,427630629,427630629
ROI_0_aSMA_IntensityCD31,1946.4805,9297,18096429,18096429
ROI_0_aSMA_IntensityAbeta,2447.7587,9297,22756813,22756813
ROI_0_CD31_IntensityaSMA,11139.6522,3637,40514915,40514915
ROI_0_CD31_IntensityCD31,9374.7039,3637,34095798,34095798
ROI_0_CD31_IntensityAbeta,1396.0951,3637,5077598,5077598
ROI_0_Abeta_IntensityaSMA,33059.3124,2058,68036065,68036065
ROI_0_Abeta_IntensityCD31,3825.3061,2058,7872480,7872480
ROI_0_Abeta_IntensityAbeta,12494.7337,2058,25714162,25714162
