ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,12743.8836,3102,39531527,39531527
ROI_0_IntensityCD31,5649.8588,3102,17525862,17525862
ROI_0_IntensityAbeta,15561.7605,3102,48272581,48272581
ROI_1_IntensityaSMA,10135.9812,124939,1266379359,1266379359
ROI_1_IntensityCD31,7775.8357,124939,971505135,971505135
ROI_1_IntensityAbeta,6196.6653,124939,774205170,774205170
ROI_2_IntensityaSMA,11549.0822,115332,1331978747,1331978747
ROI_2_IntensityCD31,7483.7054,115332,863110712,863110712
ROI_2_IntensityAbeta,5852.7932,115332,675014343,675014343
ROI_0_aSMA_IntensityaSMA,15644.9104,2278,35639106,35639106
ROI_0_aSMA_IntensityCD31,5837.0992,2278,13296912,13296912
ROI_0_aSMA_IntensityAbeta,13417.561,2278,30565204,30565204
ROI_0_CD31_IntensityaSMA,12488.7151,2376,29673187,29673187
ROI_0_CD31_IntensityCD31,6683.6944,2376,15880458,15880458
ROI_0_CD31_IntensityAbeta,15793.4331,2376,37525197,37525197
ROI_0_Abeta_IntensityaSMA,10350.8523,1957,20256618,20256618
ROI_0_Abeta_IntensityCD31,5392.2626,1957,10552658,10552658
ROI_0_Abeta_IntensityAbeta,24525.2626,1957,47995939,47995939
ROI_1_aSMA_IntensityaSMA,15949.5044,63913,1019380674,1019380674
ROI_1_aSMA_IntensityCD31,5707.269,63913,364768685,364768685
ROI_1_aSMA_IntensityAbeta,8935.659,63913,571104773,571104773
ROI_1_CD31_IntensityaSMA,9750.4002,65697,640572042,640572042
ROI_1_CD31_IntensityCD31,13280.0772,65697,872461232,872461232
ROI_1_CD31_IntensityAbeta,3972.9537,65697,261011140,261011140
ROI_1_Abeta_IntensityaSMA,11055.4686,33733,372934122,372934122
ROI_1_Abeta_IntensityCD31,5768.8777,33733,194601550,194601550
ROI_1_Abeta_IntensityAbeta,22618.5514,33733,762991594,762991594
ROI_2_aSMA_IntensityaSMA,17377.5766,64983,1129247061,1129247061
ROI_2_aSMA_IntensityCD31,6250.664,64983,406186900,406186900
ROI_2_aSMA_IntensityAbeta,7956.2935,64983,517023821,517023821
ROI_2_CD31_IntensityaSMA,12119.4817,61132,740888156,740888156
ROI_2_CD31_IntensityCD31,12618.2596,61132,771379446,771379446
ROI_2_CD31_IntensityAbeta,3244.2127,61132,198325210,198325210
ROI_2_Abeta_IntensityaSMA,11800.7886,29120,343638965,343638965
ROI_2_Abeta_IntensityCD31,5377.8731,29120,156603664,156603664
ROI_2_Abeta_IntensityAbeta,22917.1045,29120,667346084,667346084
