ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,21438.1829,19771,423854315,423854315
ROI_0_IntensityCD31,15606.8989,19771,308563999,308563999
ROI_0_IntensityAbeta,48.1416,19771,951808,951808
ROI_1_IntensityaSMA,25789.9455,14627,377229533,377229533
ROI_1_IntensityCD31,13184.7388,14627,192853174,192853174
ROI_1_IntensityAbeta,38.1541,14627,558080,558080
ROI_0_aSMA_IntensityaSMA,35344.0604,11120,393025952,393025952
ROI_0_aSMA_IntensityCD31,13308.4957,11120,147990472,147990472
ROI_0_aSMA_IntensityAbeta,38.4687,11120,427772,427772
ROI_0_CD31_IntensityaSMA,19313.7078,15398,297392472,297392472
ROI_0_CD31_IntensityCD31,19880.3745,15398,306118007,306118007
ROI_0_CD31_IntensityAbeta,47.8949,15398,737486,737486
ROI_1_aSMA_IntensityaSMA,32839.7829,10949,359562783,359562783
ROI_1_aSMA_IntensityCD31,13869.8101,10949,151860551,151860551
ROI_1_aSMA_IntensityAbeta,14.3619,10949,157248,157248
ROI_1_CD31_IntensityaSMA,24851.0412,11286,280468851,280468851
ROI_1_CD31_IntensityCD31,16922.7854,11286,190990556,190990556
ROI_1_CD31_IntensityAbeta,44.285,11286,499800,499800
ROI_1_Abeta_IntensityaSMA,17.7778,9,160,160
ROI_1_Abeta_IntensityCD31,2781.6667,9,25035,25035
ROI_1_Abeta_IntensityAbeta,7672.7778,9,69055,69055
