ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,20364.3188,9526,193990501,193990501
ROI_0_IntensityCD31,7579.8279,9526,72205441,72205441
ROI_0_IntensityAbeta,543.78,9526,5180048,5180048
ROI_1_IntensityaSMA,16004.2179,16231,259764461,259764461
ROI_1_IntensityCD31,9584.2798,16231,155562445,155562445
ROI_1_IntensityAbeta,573.9811,16231,9316288,9316288
ROI_0_aSMA_IntensityaSMA,27996.5315,6621,185365035,185365035
ROI_0_aSMA_IntensityCD31,7224.8014,6621,47835410,47835410
ROI_0_aSMA_IntensityAbeta,477.742,6621,3163130,3163130
ROI_0_CD31_IntensityaSMA,19564.8439,7823,153055774,153055774
ROI_0_CD31_IntensityCD31,8869.984,7823,69389885,69389885
ROI_0_CD31_IntensityAbeta,548.6737,7823,4292274,4292274
ROI_0_Abeta_IntensityaSMA,11029.916,381,4202398,4202398
ROI_0_Abeta_IntensityCD31,9615.6142,381,3663549,3663549
ROI_0_Abeta_IntensityAbeta,2932.769,381,1117385,1117385
ROI_1_aSMA_IntensityaSMA,25885.5489,9288,240424978,240424978
ROI_1_aSMA_IntensityCD31,10557.6912,9288,98059836,98059836
ROI_1_aSMA_IntensityAbeta,540.3165,9288,5018460,5018460
ROI_1_CD31_IntensityaSMA,15901.3422,13002,206749251,206749251
ROI_1_CD31_IntensityCD31,11519.2607,13002,149773428,149773428
ROI_1_CD31_IntensityAbeta,537.9767,13002,6994773,6994773
ROI_1_Abeta_IntensityaSMA,10508.2521,817,8585242,8585242
ROI_1_Abeta_IntensityCD31,7365.672,817,6017754,6017754
ROI_1_Abeta_IntensityAbeta,4306.7907,817,3518648,3518648
