ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,23409.6301,28779,673705745,673705745
ROI_0_IntensityCD31,12185.1436,28779,350676248,350676248
ROI_0_IntensityAbeta,11100.6253,28779,319464896,319464896
ROI_0_aSMA_IntensityaSMA,31981.3863,20400,652420281,652420281
ROI_0_aSMA_IntensityCD31,11697.0773,20400,238620376,238620376
ROI_0_aSMA_IntensityAbeta,8326.1359,20400,169853172,169853172
ROI_0_CD31_IntensityaSMA,22654.6913,22845,517546422,517546422
ROI_0_CD31_IntensityCD31,14923.3758,22845,340924521,340924521
ROI_0_CD31_IntensityAbeta,12573.9098,22845,287250970,287250970
ROI_0_Abeta_IntensityaSMA,17753.1975,12986,230543023,230543023
ROI_0_Abeta_IntensityCD31,13895.7158,12986,180449766,180449766
ROI_0_Abeta_IntensityAbeta,24331.886,12986,315973872,315973872
