ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,14180.1684,15818,224301904,224301904
ROI_0_IntensityCD31,17893.0507,15818,283032276,283032276
ROI_0_IntensityAbeta,2020.2682,15818,31956603,31956603
ROI_0_aSMA_IntensityaSMA,20910.6993,9436,197313359,197313359
ROI_0_aSMA_IntensityCD31,17644.7069,9436,166495454,166495454
ROI_0_aSMA_IntensityAbeta,1673.8902,9436,15794828,15794828
ROI_0_CD31_IntensityaSMA,12863.0457,14339,184443213,184443213
ROI_0_CD31_IntensityCD31,19608.7285,14339,281169558,281169558
ROI_0_CD31_IntensityAbeta,2133.6226,14339,30594014,30594014
ROI_0_Abeta_IntensityaSMA,10443.6698,3253,33973258,33973258
ROI_0_Abeta_IntensityCD31,20887.3295,3253,67946483,67946483
ROI_0_Abeta_IntensityAbeta,8230.2914,3253,26773138,26773138
