ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,36157.0192,6306,228006163,228006163
ROI_0_IntensityCD31,16366.912,6306,103209747,103209747
ROI_0_IntensityAbeta,842.013,6306,5309734,5309734
ROI_0_aSMA_IntensityaSMA,39843.0861,5693,226826689,226826689
ROI_0_aSMA_IntensityCD31,16099.3441,5693,91653566,91653566
ROI_0_aSMA_IntensityAbeta,900.195,5693,5124810,5124810
ROI_0_CD31_IntensityaSMA,36667.0275,4985,182785132,182785132
ROI_0_CD31_IntensityCD31,20361.2245,4985,101500704,101500704
ROI_0_CD31_IntensityAbeta,968.4863,4985,4827904,4827904
ROI_0_Abeta_IntensityaSMA,49030.3799,658,32261990,32261990
ROI_0_Abeta_IntensityCD31,27054.9468,658,17802155,17802155
ROI_0_Abeta_IntensityAbeta,5061.8739,658,3330713,3330713
