ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,29691.8342,11126,330351347,330351347
ROI_0_IntensityCD31,6873.0962,11126,76470068,76470068
ROI_0_IntensityAbeta,787.9942,11126,8767224,8767224
ROI_0_aSMA_IntensityaSMA,31191.5204,10495,327355007,327355007
ROI_0_aSMA_IntensityCD31,6911.6848,10495,72538132,72538132
ROI_0_aSMA_IntensityAbeta,651.5106,10495,6837604,6837604
ROI_0_CD31_IntensityaSMA,31200.5921,7213,225049871,225049871
ROI_0_CD31_IntensityCD31,9907.7076,7213,71464295,71464295
ROI_0_CD31_IntensityAbeta,897.0329,7213,6470298,6470298
ROI_0_Abeta_IntensityaSMA,22819.3626,524,11957346,11957346
ROI_0_Abeta_IntensityCD31,7699.8931,524,4034744,4034744
ROI_0_Abeta_IntensityAbeta,8233.9332,524,4314581,4314581
