ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,12358.0871,22686,280355565,280355565
ROI_0_IntensityCD31,14897.0324,22686,337954078,337954078
ROI_0_IntensityAbeta,15139.9054,22686,343463894,343463894
ROI_0_aSMA_IntensityaSMA,42687.6025,6020,256979367,256979367
ROI_0_aSMA_IntensityCD31,10256.0437,6020,61741383,61741383
ROI_0_aSMA_IntensityAbeta,16578.6767,6020,99803634,99803634
ROI_0_CD31_IntensityaSMA,8548.4535,20070,171567462,171567462
ROI_0_CD31_IntensityCD31,16648.5537,20070,334136473,334136473
ROI_0_CD31_IntensityAbeta,14691.6596,20070,294861609,294861609
ROI_0_Abeta_IntensityaSMA,13066.8474,11660,152359441,152359441
ROI_0_Abeta_IntensityCD31,14502.5371,11660,169099583,169099583
ROI_0_Abeta_IntensityAbeta,29156.9735,11660,339970311,339970311
