ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,30749.7542,19087,586920559,586920559
ROI_0_IntensityCD31,14787.9916,19087,282258396,282258396
ROI_0_IntensityAbeta,2414.8766,19087,46092750,46092750
ROI_1_IntensityaSMA,28219.9935,10224,288521214,288521214
ROI_1_IntensityCD31,14089.3205,10224,144049213,144049213
ROI_1_IntensityAbeta,1387.0671,10224,14181374,14181374
ROI_0_aSMA_IntensityaSMA,34110.6216,17031,580937997,580937997
ROI_0_aSMA_IntensityCD31,14928.8902,17031,254253929,254253929
ROI_0_aSMA_IntensityAbeta,2282.3033,17031,38869907,38869907
ROI_0_CD31_IntensityaSMA,30224.2598,17131,517771795,517771795
ROI_0_CD31_IntensityCD31,16332.8447,17131,279797962,279797962
ROI_0_CD31_IntensityAbeta,2433.424,17131,41686986,41686986
ROI_0_Abeta_IntensityaSMA,25118.3739,5236,131519806,131519806
ROI_0_Abeta_IntensityCD31,16326.8337,5236,85487301,85487301
ROI_0_Abeta_IntensityAbeta,7805.893,5236,40871656,40871656
ROI_1_aSMA_IntensityaSMA,33930.9387,8298,281558929,281558929
ROI_1_aSMA_IntensityCD31,13729.3612,8298,113926239,113926239
ROI_1_aSMA_IntensityAbeta,1446.5288,8298,12003296,12003296
ROI_1_CD31_IntensityaSMA,25758.4984,7805,201045080,201045080
ROI_1_CD31_IntensityCD31,18097.1112,7805,141247953,141247953
ROI_1_CD31_IntensityAbeta,1288.7707,7805,10058855,10058855
ROI_1_Abeta_IntensityaSMA,36180.7849,1446,52317415,52317415
ROI_1_Abeta_IntensityCD31,12985.177,1446,18776566,18776566
ROI_1_Abeta_IntensityAbeta,7337.4122,1446,10609898,10609898
