ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,19695.8889,75463,1.4863E9,1.4863E9
ROI_0_IntensityCD31,7229.8233,75463,545584154,545584154
ROI_0_IntensityAbeta,1146.0884,75463,86487272,86487272
ROI_0_aSMA_IntensityaSMA,31249.917,43373,1355402652,1355402652
ROI_0_aSMA_IntensityCD31,8442.7444,43373,366187154,366187154
ROI_0_aSMA_IntensityAbeta,825.4043,43373,35800262,35800262
ROI_0_CD31_IntensityaSMA,21940.3108,47487,1041879541,1041879541
ROI_0_CD31_IntensityCD31,11080.1445,47487,526162823,526162823
ROI_0_CD31_IntensityAbeta,859.8076,47487,40829683,40829683
ROI_0_Abeta_IntensityaSMA,16326.8252,3386,55282630,55282630
ROI_0_Abeta_IntensityCD31,5190.2416,3386,17574158,17574158
ROI_0_Abeta_IntensityAbeta,23124.2327,3386,78298652,78298652
