ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,36046.1467,28253,1018411783,1018411783
ROI_0_IntensityCD31,12168.9279,28253,343808720,343808720
ROI_0_IntensityAbeta,2715.9996,28253,76735137,76735137
ROI_0_aSMA_IntensityaSMA,39909.3132,25318,1.0104E9,1.0104E9
ROI_0_aSMA_IntensityCD31,12635.3956,25318,319902947,319902947
ROI_0_aSMA_IntensityAbeta,2909.5925,25318,73665062,73665062
ROI_0_CD31_IntensityaSMA,36745.663,21136,776656333,776656333
ROI_0_CD31_IntensityCD31,15859.8175,21136,335213102,335213102
ROI_0_CD31_IntensityAbeta,2896.9888,21136,61230756,61230756
ROI_0_Abeta_IntensityaSMA,39140.7665,5850,228973484,228973484
ROI_0_Abeta_IntensityCD31,14213.9041,5850,83151339,83151339
ROI_0_Abeta_IntensityAbeta,11525.1369,5850,67422051,67422051
