ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,15617.255,6776,105822520,105822520
ROI_0_IntensityCD31,14580.6455,6776,98798454,98798454
ROI_0_IntensityAbeta,511.5394,6776,3466191,3466191
ROI_1_IntensityaSMA,11351.4766,22837,259233672,259233672
ROI_1_IntensityCD31,9101.0743,22837,207841233,207841233
ROI_1_IntensityAbeta,508.2523,22837,11606957,11606957
ROI_0_aSMA_IntensityaSMA,23073.9715,4352,100417924,100417924
ROI_0_aSMA_IntensityCD31,16883.2259,4352,73475799,73475799
ROI_0_aSMA_IntensityAbeta,475.9786,4352,2071459,2071459
ROI_0_CD31_IntensityaSMA,15971.6492,6251,99838779,99838779
ROI_0_CD31_IntensityCD31,15644.047,6251,97790938,97790938
ROI_0_CD31_IntensityAbeta,510.5457,6251,3191421,3191421
ROI_0_Abeta_IntensityaSMA,15987.1247,361,5771352,5771352
ROI_0_Abeta_IntensityCD31,14504.2521,361,5236035,5236035
ROI_0_Abeta_IntensityAbeta,3179.6676,361,1147860,1147860
ROI_1_aSMA_IntensityaSMA,19565.2992,11430,223631370,223631370
ROI_1_aSMA_IntensityCD31,9141.6725,11430,104489317,104489317
ROI_1_aSMA_IntensityAbeta,565.168,11430,6459870,6459870
ROI_1_CD31_IntensityaSMA,10981.0126,20239,222244714,222244714
ROI_1_CD31_IntensityCD31,10018.7331,20239,202769140,202769140
ROI_1_CD31_IntensityAbeta,437.0489,20239,8845433,8845433
ROI_1_Abeta_IntensityaSMA,19687.7312,703,13840475,13840475
ROI_1_Abeta_IntensityCD31,6481.8905,703,4556769,4556769
ROI_1_Abeta_IntensityAbeta,7027.5349,703,4940357,4940357
