ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0aSMA,5755.1231,91578.3849,527044880,2.4071E10
ROI_0CD31,5154.4838,91578.3849,472039297,2.1559E10
ROI_0abeta,1191.5156,91578.3849,109117076,4.9835E9
ROI_0_aSMAaSMA,9514.7571,3709.5227,35295207.7,1.6120E9
ROI_0_aSMACD31,9622.7376,3709.5227,35695763.6,1.6303E9
ROI_0_aSMAabeta,9232.4047,3709.5227,34247815.1,1.5641E9
ROI_0_CD31aSMA,18161.7471,10905.9766,198071589,9.0461E9
ROI_0_CD31CD31,9272.8821,10905.9766,101129835,4.6187E9
ROI_0_CD31abeta,2131.9248,10905.9766,23250722.3,1.0619E9
ROI_0_AbetaaSMA,7036.2834,7559.2654,53189133.1,2.4292E9
ROI_0_AbetaCD31,25051.7516,7559.2654,189372838,8.6489E9
ROI_0_Abetaabeta,1906.7847,7559.2654,14413891.8,658298359
