ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,15131.4544,10299,155838849,155838849
ROI_0_IntensityCD31,20010.8073,10299,206091304,206091304
ROI_0_IntensityAbeta,9201.695,10299,94768257,94768257
ROI_1_IntensityaSMA,21342.2606,8190,174793114,174793114
ROI_1_IntensityCD31,10551.9011,8190,86420070,86420070
ROI_1_IntensityAbeta,6272.054,8190,51368122,51368122
ROI_0_aSMA_IntensityaSMA,36039.6532,3881,139869894,139869894
ROI_0_aSMA_IntensityCD31,20140.5367,3881,78165423,78165423
ROI_0_aSMA_IntensityAbeta,10918.7343,3881,42375608,42375608
ROI_0_CD31_IntensityaSMA,12764.5766,9379,119718964,119718964
ROI_0_CD31_IntensityCD31,21854.078,9379,204969398,204969398
ROI_0_CD31_IntensityAbeta,8882.1561,9379,83305742,83305742
ROI_0_Abeta_IntensityaSMA,14785.3751,4170,61655014,61655014
ROI_0_Abeta_IntensityCD31,22823.7125,4170,95174881,95174881
ROI_0_Abeta_IntensityAbeta,22056.6906,4170,91976400,91976400
ROI_1_aSMA_IntensityaSMA,37352.0633,4453,166328738,166328738
ROI_1_aSMA_IntensityCD31,7993.0013,4453,35592835,35592835
ROI_1_aSMA_IntensityAbeta,7515.9852,4453,33468682,33468682
ROI_1_CD31_IntensityaSMA,14829.9603,5901,87511596,87511596
ROI_1_CD31_IntensityCD31,14090.8429,5901,83150064,83150064
ROI_1_CD31_IntensityAbeta,6064.301,5901,35785440,35785440
ROI_1_Abeta_IntensityaSMA,21895.4803,2942,64416503,64416503
ROI_1_Abeta_IntensityCD31,11707.9412,2942,34444763,34444763
ROI_1_Abeta_IntensityAbeta,16770.5167,2942,49338860,49338860
