ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,19945.4101,9807,195604637,195604637
ROI_0_IntensityCD31,8803.2351,9807,86333327,86333327
ROI_0_IntensityAbeta,1101.7476,9807,10804839,10804839
ROI_0_aSMA_IntensityaSMA,30045.1346,5996,180150627,180150627
ROI_0_aSMA_IntensityCD31,9287.3873,5996,55687174,55687174
ROI_0_aSMA_IntensityAbeta,914.0811,5996,5480830,5480830
ROI_0_CD31_IntensityaSMA,19184.3647,7291,139873203,139873203
ROI_0_CD31_IntensityCD31,11572.614,7291,84375929,84375929
ROI_0_CD31_IntensityAbeta,1106.0616,7291,8064295,8064295
ROI_0_Abeta_IntensityaSMA,14831.4283,621,9210317,9210317
ROI_0_Abeta_IntensityCD31,6057.1369,621,3761482,3761482
ROI_0_Abeta_IntensityAbeta,11426.7568,621,7096016,7096016
